No,title,company
601,"Python, MySQL 외 신입/경력 정규직, 계약직",카라멜라
602,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원
603,2020년도 국비기술교육생,대한상공회의소 광주인력개발원
604,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원
605,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,현대산업개발
606,Data Scientist,"Koniag, Inc."
607,보훈대상자 인재 채용,네오위즈
608,(주)케이티이엔지코어 2020년 하반기 분야별 경력직,케이티이엔지코어
609,지스트 블록체인경제센터 계약직연구원,광주과학기술원
610,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행
611,[네이버웹툰] 데이터 분석 인턴 (체험형),네이버
612,Developer / Designer recruit,마이뮤직테이스트
613,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원
614,블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원
615,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원
616,"Design Consultant, Staff",Synopsys
617,Quantitative Researcher,자산운용: Quantitative Research
618,"[해외취업] 미국, Text IQ, Software Engineer",Text IQ
619,각 부문별 신입/경력 수시,제우스
620,[해외취업] AI 엔지니어,株式会社ASCOM
621,차세대 광-무선 가입자망 연구센터 연구전담교수,광주과학기술원
622,인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원
623,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원
624,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원
625,기후 분석&모델링연구실 시간제연구원,광주과학기술원
626,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_Membership",英博管理咨询(大连)有限公司
627,지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원
628,사내 및 서비스 보안 담당자 (경력),네오위즈
629,Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs
630,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용
631,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스
632,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌
633,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌
634,Developers,Coinplug
635,Connectivity Test Developer,Qualcomm CDMA Technologies (Korea) YH
636,"Technical Solutions Engineer, Infrastructure, Google Cloud",Google
637,정보보안 담당자,Nexon
638,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원
639,[전문연구요원] 상시,네이버
640,2020년 국내 석/박사 산학장학생,LG유플러스
641,데이터 분석가 모집,카카오
642,[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버
643,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장
644,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행
645,[카카오커머스] 기술직군,카카오커머스
646,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young
647,하나손해보험 경력직,하나손해보험
648,"[현장코칭 숙련인력](주)아와소프트 웹(JAVA,JSP), Python, 기획/설계 경력자 인원",아와소프트
649,Sr Systems Administrator I,Raytheon Intelligence & Space
650,Data Scientist,Boston Consulting Group
651,"Python, MySQL 외 신입/경력 정규직, 계약직",카라멜라
652,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원
653,2020년도 국비기술교육생,대한상공회의소 광주인력개발원
654,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원
655,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,현대산업개발
656,Data Scientist,"Koniag, Inc."
657,보훈대상자 인재 채용,네오위즈
658,(주)케이티이엔지코어 2020년 하반기 분야별 경력직,케이티이엔지코어
659,지스트 블록체인경제센터 계약직연구원,광주과학기술원
660,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행
661,[네이버웹툰] 데이터 분석 인턴 (체험형),네이버
662,Developer / Designer recruit,마이뮤직테이스트
663,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원
664,블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원
665,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원
666,"Design Consultant, Staff",Synopsys
667,Quantitative Researcher,자산운용: Quantitative Research
668,"[해외취업] 미국, Text IQ, Software Engineer",Text IQ
669,각 부문별 신입/경력 수시,제우스
670,[해외취업] AI 엔지니어,株式会社ASCOM
671,차세대 광-무선 가입자망 연구센터 연구전담교수,광주과학기술원
672,인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원
673,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원
674,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원
675,기후 분석&모델링연구실 시간제연구원,광주과학기술원
676,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_Membership",英博管理咨询(大连)有限公司
677,지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원
678,사내 및 서비스 보안 담당자 (경력),네오위즈
679,Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs
680,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용
681,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스
682,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌
683,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌
684,Developers,Coinplug
685,Connectivity Test Developer,Qualcomm CDMA Technologies (Korea) YH
686,"Technical Solutions Engineer, Infrastructure, Google Cloud",Google
687,정보보안 담당자,Nexon
688,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원
689,[전문연구요원] 상시,네이버
690,2020년 국내 석/박사 산학장학생,LG유플러스
691,데이터 분석가 모집,카카오
692,[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버
693,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장
694,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행
695,[카카오커머스] 기술직군,카카오커머스
696,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young
697,하나손해보험 경력직,하나손해보험
698,"[현장코칭 숙련인력](주)아와소프트 웹(JAVA,JSP), Python, 기획/설계 경력자 인원",아와소프트
699,Sr Systems Administrator I,Raytheon Intelligence & Space
700,Data Scientist,Boston Consulting Group
701,"Python, MySQL 외 신입/경력 정규직, 계약직",카라멜라
702,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원
703,2020년도 국비기술교육생,대한상공회의소 광주인력개발원
704,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원
705,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,현대산업개발
706,Data Scientist,"Koniag, Inc."
707,보훈대상자 인재 채용,네오위즈
708,(주)케이티이엔지코어 2020년 하반기 분야별 경력직,케이티이엔지코어
709,지스트 블록체인경제센터 계약직연구원,광주과학기술원
710,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행
711,[네이버웹툰] 데이터 분석 인턴 (체험형),네이버
712,Developer / Designer recruit,마이뮤직테이스트
713,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원
714,블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원
715,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원
716,"Design Consultant, Staff",Synopsys
717,Quantitative Researcher,자산운용: Quantitative Research
718,"[해외취업] 미국, Text IQ, Software Engineer",Text IQ
719,각 부문별 신입/경력 수시,제우스
720,[해외취업] AI 엔지니어,株式会社ASCOM
721,차세대 광-무선 가입자망 연구센터 연구전담교수,광주과학기술원
722,인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원
723,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원
724,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원
725,기후 분석&모델링연구실 시간제연구원,광주과학기술원
726,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_Membership",英博管理咨询(大连)有限公司
727,지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원
728,사내 및 서비스 보안 담당자 (경력),네오위즈
729,Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs
730,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용
731,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스
732,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌
733,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌
734,Developers,Coinplug
735,Connectivity Test Developer,Qualcomm CDMA Technologies (Korea) YH
736,"Technical Solutions Engineer, Infrastructure, Google Cloud",Google
737,정보보안 담당자,Nexon
738,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원
739,[전문연구요원] 상시,네이버
740,2020년 국내 석/박사 산학장학생,LG유플러스
741,데이터 분석가 모집,카카오
742,[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버
743,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장
744,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행
745,[카카오커머스] 기술직군,카카오커머스
746,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young
747,하나손해보험 경력직,하나손해보험
748,"[현장코칭 숙련인력](주)아와소프트 웹(JAVA,JSP), Python, 기획/설계 경력자 인원",아와소프트
749,Sr Systems Administrator I,Raytheon Intelligence & Space
750,Data Scientist,Boston Consulting Group
751,"Python, MySQL 외 신입/경력 정규직, 계약직",카라멜라
752,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원
753,2020년도 국비기술교육생,대한상공회의소 광주인력개발원
754,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원
755,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,현대산업개발
756,Data Scientist,"Koniag, Inc."
757,보훈대상자 인재 채용,네오위즈
758,(주)케이티이엔지코어 2020년 하반기 분야별 경력직,케이티이엔지코어
759,지스트 블록체인경제센터 계약직연구원,광주과학기술원
760,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행
761,[네이버웹툰] 데이터 분석 인턴 (체험형),네이버
762,Developer / Designer recruit,마이뮤직테이스트
763,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원
764,블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원
765,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원
766,"Design Consultant, Staff",Synopsys
767,Quantitative Researcher,자산운용: Quantitative Research
768,"[해외취업] 미국, Text IQ, Software Engineer",Text IQ
769,각 부문별 신입/경력 수시,제우스
770,[해외취업] AI 엔지니어,株式会社ASCOM
771,차세대 광-무선 가입자망 연구센터 연구전담교수,광주과학기술원
772,인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원
773,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원
774,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원
775,기후 분석&모델링연구실 시간제연구원,광주과학기술원
776,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_Membership",英博管理咨询(大连)有限公司
777,지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원
778,사내 및 서비스 보안 담당자 (경력),네오위즈
779,Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs
780,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용
781,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스
782,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌
783,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌
784,Developers,Coinplug
785,Connectivity Test Developer,Qualcomm CDMA Technologies (Korea) YH
786,"Technical Solutions Engineer, Infrastructure, Google Cloud",Google
787,정보보안 담당자,Nexon
788,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원
789,[전문연구요원] 상시,네이버
790,2020년 국내 석/박사 산학장학생,LG유플러스
791,데이터 분석가 모집,카카오
792,[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버
793,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장
794,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행
795,[카카오커머스] 기술직군,카카오커머스
796,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young
797,하나손해보험 경력직,하나손해보험
798,"[현장코칭 숙련인력](주)아와소프트 웹(JAVA,JSP), Python, 기획/설계 경력자 인원",아와소프트
799,Sr Systems Administrator I,Raytheon Intelligence & Space
800,Data Scientist,Boston Consulting Group
801,"Python, MySQL 외 신입/경력 정규직, 계약직",카라멜라
802,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원
803,2020년도 국비기술교육생,대한상공회의소 광주인력개발원
804,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원
805,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,현대산업개발
806,Data Scientist,"Koniag, Inc."
807,보훈대상자 인재 채용,네오위즈
808,(주)케이티이엔지코어 2020년 하반기 분야별 경력직,케이티이엔지코어
809,지스트 블록체인경제센터 계약직연구원,광주과학기술원
810,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행
811,[네이버웹툰] 데이터 분석 인턴 (체험형),네이버
812,Developer / Designer recruit,마이뮤직테이스트
813,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원
814,블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원
815,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원
816,"Design Consultant, Staff",Synopsys
817,Quantitative Researcher,자산운용: Quantitative Research
818,"[해외취업] 미국, Text IQ, Software Engineer",Text IQ
819,각 부문별 신입/경력 수시,제우스
820,[해외취업] AI 엔지니어,株式会社ASCOM
821,차세대 광-무선 가입자망 연구센터 연구전담교수,광주과학기술원
822,인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원
823,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원
824,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원
825,기후 분석&모델링연구실 시간제연구원,광주과학기술원
826,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_Membership",英博管理咨询(大连)有限公司
827,지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원
828,사내 및 서비스 보안 담당자 (경력),네오위즈
829,Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs
830,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용
831,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스
832,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌
833,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌
834,Developers,Coinplug
835,Connectivity Test Developer,Qualcomm CDMA Technologies (Korea) YH
836,"Technical Solutions Engineer, Infrastructure, Google Cloud",Google
837,정보보안 담당자,Nexon
838,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원
839,[전문연구요원] 상시,네이버
840,2020년 국내 석/박사 산학장학생,LG유플러스
841,데이터 분석가 모집,카카오
842,[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버
843,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장
844,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행
845,[카카오커머스] 기술직군,카카오커머스
846,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young
847,하나손해보험 경력직,하나손해보험
848,"[현장코칭 숙련인력](주)아와소프트 웹(JAVA,JSP), Python, 기획/설계 경력자 인원",아와소프트
849,Sr Systems Administrator I,Raytheon Intelligence & Space
850,Data Scientist,Boston Consulting Group
851,"Python, MySQL 외 신입/경력 정규직, 계약직",카라멜라
852,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원
853,2020년도 국비기술교육생,대한상공회의소 광주인력개발원
854,블록체인인터넷경제연구센터 위촉연구원,광주과학기술원
855,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,현대산업개발
856,Data Scientist,"Koniag, Inc."
857,보훈대상자 인재 채용,네오위즈
858,(주)케이티이엔지코어 2020년 하반기 분야별 경력직,케이티이엔지코어
859,지스트 블록체인경제센터 계약직연구원,광주과학기술원
860,[빅데이터분석] 데이터 사업 기획 및 운영 담당자,한국카카오은행
861,[네이버웹툰] 데이터 분석 인턴 (체험형),네이버
862,Developer / Designer recruit,마이뮤직테이스트
863,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원
864,블록체인인터넷경제 연구센터 위촉연구원,광주과학기술원
865,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원
866,"Design Consultant, Staff",Synopsys
867,Quantitative Researcher,자산운용: Quantitative Research
868,"[해외취업] 미국, Text IQ, Software Engineer",Text IQ
869,각 부문별 신입/경력 수시,제우스
870,[해외취업] AI 엔지니어,株式会社ASCOM
871,차세대 광-무선 가입자망 연구센터 연구전담교수,광주과학기술원
872,인간중심 지능형 시스템 연구실 위촉연구원,광주과학기술원
873,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주과학기술원
874,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주과학기술원
875,기후 분석&모델링연구실 시간제연구원,광주과학기술원
876,"[해외취업] 중국, RAKUTEN, Senior QA Engineer_Membership",英博管理咨询(大连)有限公司
877,지스트 블록체인경제센터(강남소재) 계약직연구원,광주과학기술원
878,사내 및 서비스 보안 담당자 (경력),네오위즈
879,Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs
880,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용
881,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스
882,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌
883,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌
884,Developers,Coinplug
885,Connectivity Test Developer,Qualcomm CDMA Technologies (Korea) YH
886,"Technical Solutions Engineer, Infrastructure, Google Cloud",Google
887,정보보안 담당자,Nexon
888,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원
889,[전문연구요원] 상시,네이버
890,2020년 국내 석/박사 산학장학생,LG유플러스
891,데이터 분석가 모집,카카오
892,[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버
893,"데이터마이닝, 데이터사이언스 신입 인턴",성공하는공장
894,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행
895,[카카오커머스] 기술직군,카카오커머스
896,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young
897,하나손해보험 경력직,하나손해보험
898,"[현장코칭 숙련인력](주)아와소프트 웹(JAVA,JSP), Python, 기획/설계 경력자 인원",아와소프트
899,Sr Systems Administrator I,Raytheon Intelligence & Space
900,Data Scientist,Boston Consulting Group
